    4300,    5100,   26200,    2900,     800,    4360,    4060,   25920,    3580,     920,
    1100,    1100,   25900,    3100,    2600,    1080,    1060,   25800,    3440,    2720,
    4600,    3100,   26100,    4100,     800,    4440,    3620,   26040,    4100,     900,
    1300,     700,   26200,    3100,    2800,    1220,     780,   25960,    3900,    3880,
    1300,    3400,   25600,     800,    1000,    1120,    4180,   25840,     780,     960,
    4100,     700,   26100,    4300,     800,    4360,     820,   25800,    3420,     820,
    1100,    1500,   26100,     700,     700,    1160,    1000,   25920,     800,     900,
    1300,    5200,   26200,     800,     700,    1260,    4280,   26060,     860,     840,
    1300,     700,   25700,    4100,    2900,    1140,     800,   25800,    4100,    3800,
    1100,     800,   25600,    3100,     700,    1180,     900,   25740,    3700,     860,
    4800,     800,   25600,     800,    1000,    4560,     900,   25800,     760,     780,
    4600,    3100,   25700,     800,     800,    4480,    4000,   25880,     760,     720,
    1100,    1000,   26200,     800,     700,    2507,     980,   26100,     780,     820,
    2900,    3300,   25700,    3900,    4100,    3860,    3520,   25460,    3920,    3460,
    4400,     800,   25600,    4100,    2600,    4480,     860,   25880,    3380,    3180,
    4100,    3300,   26100,    4300,     700,    4220,    3960,   25980,    4000,     820,
    1100,    1000,   25900,    4600,    1000,    1180,     960,   26040,    4140,     920,
    1300,    1000,   26200,    1000,    2600,    1160,     960,   26120,     860,    3800,
    1100,    3400,   25900,     700,    2600,    1100,    3580,   25880,     840,    2960,
    4800,    1000,   26200,    1500,    1000,    4480,     940,   25980,     920,     920,
    4600,    4300,   25700,    3100,     800,    5596,    3860,   25940,    3700,     840,
    4400,     700,   25700,    4600,    1000,    4360,     860,   25960,    3980,     960,
    4600,    5200,   25600,    2900,    2900,    4380,    4260,   25780,    3160,    3360,
    4900,    1100,   26200,     700,     700,    4700,     940,   26100,     840,     880,
    1000,    3900,   26100,     800,    1000,    1160,    3680,   26040,     760,    2660,
    1100,    3600,   25900,    4300,     800,    2417,    4120,   25900,    3820,     960,
    1100,    4400,   25700,    3100,    2800,    2505,    3600,   25940,    3840,    3480,
    1100,    3400,   25600,    1000,    4300,    1140,    3560,   25980,     860,    3300,
